Longitude,Latitude,objectid,dm_name,strucode,nrld_no,dm_lat,dm_long,dm_ncity,dtcode,stcode,rivcode,bacode,dm_type,dm_cmp_yr,dm_length,dm_height,dm_flod_des,dm_spil_type,dm_spil_leng,dm_spil_lev,dm_spil_cap,dm_gate_type,dm_gate_no,dm_gate_sz,dam_vol,dm_coment,uname,dm_cmn_yr,dm_name_al,dm_status,dm_ses_zone,dm_no_river_sluice,dm_sluice_purpose,dm_sluice_sz,dm_mod_oper,dm_inst_inter_ager,dm_inst_inter,dm_perliament,dm_ener_dissp,dm_instru_embed,class,dm_oper_main_age,dm_gt_ungtd,dm_lat_1,dm_long_1,created_user,created_date,last_edited_user,last_edited_date,ltype
75.3587060503826,19.1194007568732,"957",Pargaon Ghatshil Dam,D01358,MH09MH0653,19.117,75.358,Patoda,Bid,MS,Kinha,"03",TE,"1977","935","22.46","1467",OG,,"575.15","1467",UG,,,"297",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Beed,,,Class 2,"WRD,GOM ",UG,19.11940002,75.35870361,,,,,dam
78.8353492502034,21.3653581791721,"958",Kesar Nala Dam,D01359,MH09MH0424,21.365494,78.835421,Kalmeshwar,Nagpur,MS,Kesarnala,"03",TE,"1974","600","18.82","324.81",OT,"123","364.3","324.81",UG,,,"24.98",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Ramtek,,,CLASS 3,"WRD,GOM ",UG,21.36535835,78.83535004,,,,,dam
78.7685395278124,21.2715168219816,"959",Chandrabhaga Dam,D01360,MH09MH0375,21.271417,78.768574,Katol,Nagpur,MS,Chandrabhaga,"03",TE,"1973","2194","21.1","761.17",OG,,"381.87","771.51",,,,"451",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Ramtek,,,CLASS 3,"WRD,GOM ",,21.2715168,78.76853943,,,,,dam
80.2160321698435,21.2236997174529,"960",Chulbandh Dam,D01361,MH09MH0445,21.223408,80.216377,Goregaon,Gondiya,MS,Chulbandh,"03",TE,"1974","478","22.83","846.112",OT,"90","304.2","846.11",OT,"14",5.85 x 1.20,"130",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Bhandara - Gondiya,,,Class 2,"WRD,GOM ",,21.22369957,80.21603394,,,,,dam
75.8325628316853,18.1321986619154,"961",Hingani (Pangaon) Dam,D01362,MH09MH0657,18.136,75.834,Barsi,Solapur,MS,Bhogawati,"04",TE,"1977","2193","21.87",,,,,"2435",,,,"74",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Osmanabad,,,Class 2,"WRD,GOM ",,18.13219833,75.83256531,,,,,dam
79.1780652891849,20.3898747591664,"962",Chargaon Dam,D01364,MH09LH1007,20.39,79.179,Warora,Chandrapur,MS,Chargaon,"03",TE,"1983","3065","14.4","1450.5",OG,,"226.5","1450.5",UG,,,"428",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Chandrapur,,,Class 2,"WRD,GOM ",UG,20.38987541,79.17806244,,,,,dam
76.7461993579687,18.8985383759761,"963",Masoli Dam,D01365,MH09MH0903,18.898,76.747,Gangakher,Parbhani,MS,Macchili,"03",TE,"1981","1086","24.84","2077",OG,,"423.3","2028",UG,,,"626",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Parbhani,,,Class 2,"WRD,GOM ",UG,18.89853859,76.74620056,,,,,dam
74.7837112198859,19.5897561863506,"964",Takalibhan Dam,D01366,MH09MH0602,19.589245,74.784599,Shrirampur,Ahmadnagar,MS,Local Nallah,"03",TE,"1977","2315","16.6",,,,,"81",,,,,,NITIN,,,Completed,Seismic Zone-III,,,,,,,Shirdi,,,CLASS 3,"WRD,GOM ",,19.58975601,74.78371429,,,,,dam
76.4406962567236,18.3103504251559,"965",Tawarja Dam,D01370,MH09LH0944,18.310192,76.440707,Latur,Latur,MS,Tawarja,"03",TE,"1982","2222","14.56",,,,"612.75","1903",OT,"48",,"361",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Latur,,,Class 2,"WRD,GOM ",,18.31035042,76.44069672,,,,,dam
74.3113706230089,19.2002120218021,"966",Mandohol Dam,D01373,MH09MH0800,19.200834,74.310242,Junnar,Pune,MS,Mandohol,"03",TE,"1979","739","26.07","1420",OG,"229","717.5","11420",UG,,,"426",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Shirur,,,Class 2,"WRD,GOM ",UG,19.20021248,74.31137085,,,,,dam
77.2070656703086,20.3181949637958,"967",Sonal Dam,D01374,MH09MH0901,20.323,77.206,Malegaon,Washim,MS,Aran,"03",TE,"1981","1131","19.9","1365",OG,,"456.4","1368",UG,,,"698",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Akola,,,Class 2,"WRD,GOM ",UG,20.31819534,77.2070694,,,,,dam
76.2999576788701,20.5960906605323,"968",Paldhag Dam,D01375,MH09MH0449,20.597,76.301,Chikhli,Buldana,MS,Wishwaganga,"13",TE,"1974","841","24.06",,,,,"1095",,,,"280",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Buldana,,,CLASS 3,"WRD,GOM ",,20.59609032,76.29995728,,,,,dam
76.3316217910544,20.0230820522992,"969",Mandwa Dam,D01376,MH09MH0573,20.023779,76.330713,Sindkhed Raja,Buldana,MS,Local Nallah,"03",TE,"1995","663","18.52",,,,,"725",,,,"166",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Buldana,,,CLASS 3,"WRD,GOM ",,20.02308273,76.33161926,,,,,dam
74.7700123354744,17.1620249829274,"970",Siddhewadi Dam,D01377,MH09MH0902,17.162268,74.769921,Tasgaon,Sangli,MS,Agrani,"04",TE,"1981","959","19","1548",,"216","712.3","1548.93",UG,,,"209",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Sangli,,,CLASS 3,"WRD,GOM ",UG,17.16202545,74.7700119,,,,,dam
75.0067625890927,17.0363187247171,"971",Bassappawadi Dam,D01378,MH09MH0900,17.035727,75.006373,Kavathe Mahankal,Sangli,MS,Local Nalla (Agrani),"04",TE,"1980","1770","16.9","1368.3",,"135","626.9","1368",UG,,,"324",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Sangli,,,CLASS 3,"WRD,GOM ",UG,17.03631783,75.00675964,,,,,dam
77.393729824255,20.603747701926,"972",Uma Dam,D01379,MH09MH0899,20.604329,77.393905,Murtajapur,Akola,MS,Uma,"13",TE,"1981","2140","20.42",,,,,"1340",,,,"434",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Akola,,,Class 2,"WRD,GOM ",,20.60374832,77.39373016,,,,,dam
77.7121750250685,20.5508319426595,"973",Sakhalinala Dam,D01380,MH09MH0839,20.551873,77.712944,Ner,Yavatmal,MS,Sakhali nalla,"03",TE,"1980","1108","18.6",,,,,"728",,,,"357",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Yavatmal - Washim,,,CLASS 3,"WRD,GOM ",,20.55083275,77.71217346,,,,,dam
91.8223391846634,23.4261119043759,"974",Gumti Hydro Dam,D01449,TR24HH0001,23.426217,91.822346,Amarpur,South Tripura,TR,Gumti,2C,TE + PG,"1976","103","30",,,"40","20","481",,"7",12.00 x 4.000,Top Width : 7.62 m U/S slope 2:1 D/S slope 2:1,"DAM_VOLLength : 103 m
Height.: 30 m
Top : 97 m
",debhasish,,,Completed,Seismic Zone-V,,,,,,,Tripura East,,,Class 2,Tripura State Electricity Corporation Ltd.,,23.42611122,91.82234192,,,,,dam
86.5191425227724,25.1306362538804,"975",Sindhwarni Dam,D01461,BR02MH0028,25.127288,86.509022,Munger,Munger,BR,Man,2A,TE,,"125.76","21.34",,,"73.761822466",,"609",,,,,,Vineeta,,,Under Construction,Seismic Zone-IV,,,,,,,Jamui,,,Class 2,"Water Resources Department, Govt.of Bihar",,25.13063622,86.51914215,,,,,dam
71.3910038509194,21.9665451466721,"976",Ghelo(I) Dam,D01490,GJ04MH0134,21.967,71.391,Babra,Amreli,GJ,Ghelo,"18",TE,"1962","883","21.18","878",OG,,,"1190",UG,,,"1003.45",,pratima,,Ghelo(Itara),Completed,Seismic Zone-III,,,,,,,Amreli,,,Class 2,Govt of Guj.,UG,21.9665451,71.39100647,,,,,dam
70.2214249907289,22.3885149724935,"977",Sapada Dam,D01491,GJ04MH0178,22.389,70.221,Jamnagar,Jamnagar,GJ,Bhageri,"18",TE,"1963","1828","20.47",,,,,"807",,,,"650",,pratima,,,Completed,Seismic Zone-IV,,,,,,,Jamnagar,,,CLASS 3,Govt of Guj.,,22.38851547,70.22142792,,,,,dam
84.3363742104393,20.419888920846,"978",Pilasalki Dam,D01516,OR10MH0132,20.424906,84.337798,Khondmals,Kandhamal,OD,Salki,"08",TE,"1985","441","26.5","793",,"96","540","793",,,,"633",,hemlata,,Pillasalki,Completed,Seismic Zone-II,,,,,,,Kandhamal,,,Class 2,"WRD, Govt.of Odisha",,20.41988945,84.33637238,,,,,dam
69.5976244837443,21.9386297393579,"979",Sorthi Dam,D01515,GJ04MH0273,21.938,69.598,Porbandar,Porbandar,GJ,Und,"18",TE + PG,"1975","2010","23.2",,OG,,"157","1427",,,,"326",,pratima,,,Completed,Seismic Zone-III,,,,,,,Porbandar,,,CLASS 3,Govt of Guj.,,21.93862915,69.59762573,,,,,dam
70.8042906234998,21.3955788353881,"980",Jhanjhesari Dam,D01517,GJ04MH0268,21.392,70.807,Visavadar,Junagadh,GJ,Jhanjhesari,"18",TE,"1975","2699","27","33200",,,,"935",,,,"443",,pratima,,,Completed,Seismic Zone-III,,,,,,,Junagadh,,,Class 2,Govt of Guj.,,21.39557838,70.80429077,,,,,dam
76.1242192294762,18.333120185165,"981",Terna Dam,D01221,MH09MH0232,18.328862,76.123108,Osmanabad,Osmanabad,MS,Tirna,"03",TE,"1970","2651","15.08","2457",,,"644.2",,,,,"186",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Osmanabad,,,Class 2,"WRD,GOM ",,18.33312035,76.1242218,,,,,dam
76.4341825793782,18.8687541196121,"982",Wan Dam,D01222,MH09MH0133,18.873649,76.433114,Ambajogai,Bid,MS,Wan,"03",TE,"1966","2806","20.3","3874",OG,,"454.88","3874",,,,"1358",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Beed,,,Class 2,"WRD,GOM ",,18.86875343,76.43418121,,,,,dam
75.6570612411763,20.3972258626439,"983",Khelna Dam,D01223,MH09LH0888,20.397398,75.65709,Sillod,Aurangabad,MS,Khelna,"03",TE,"1964","1591","21.24",,OT,,"638.87","1518",UG,,,"588",,NITIN,,,,Seismic Zone-II,,,,,,,Jalna,,,Class 2,"WRD,GOM ",UG,20.39722633,75.65705872,,,,,dam
81.3271662955193,25.1877756993541,"984",Aunjhar Dam,D01232,UP13MH0024,25.187265,81.324343,Mau,Chitrakoot,UP,AUNJHAR,2A,PG,"1930","1056","17.6",,,,,"172",,,,"36500",,Vishal,,,Completed,Seismic Zone-II,,,,,,,Banda,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.18777657,81.3271637,,,,,dam
82.056224771654,25.1315053664719,"985",Bachara Dam,D01233,UP13MH0088,25.131259,82.056431,Meja,Allahabad,UP,,2A,TE,"1980","660","15",,,,,"151",,,,"153",,Vishal,,,Completed,Seismic Zone-II,,,,,,,Allahabad,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.13150597,82.05622101,,,,,dam
83.1242760681539,24.5408966173023,"986",Balui Dam,D01238,UP13LH0127,24.541,83.124,Robertsganj,Sonbhadra,UP,LOCAL,2A,TE,,"2900","14.1",,,,,"123.23",,,,,,Vishal,,,Under Construction,Seismic Zone-III,,,,,,,Robertsganj,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.54089737,83.12427521,,,,,dam
82.2142175645267,24.819844618581,"987",Banjari Kalan Dam,D01240,UP13LH0128,24.819767,82.213669,Mirzapur,Mirzapur,UP,LOCAL,2A,TE,,"1470","14.1",,,,,"75.52",,,,,,Vishal,,,Under Construction,Seismic Zone-II,,,,,,,Mirzapur,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.8198452,82.21421814,,,,,dam
83.1144841690829,24.0615188696401,"989",Barwatola Dam,D01245,UP13MH0038,24.06139,83.114299,Dudhi,Sonbhadra,UP,,2A,TE,"1957","1050","16.77",,,,,"127",,,,"18100",,Vishal,,,Completed,Seismic Zone-III,,,,,,,Robertsganj,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.06151962,83.11448669,,,,,dam
82.5751245456532,25.0683995437686,"990",Bhonka Dam,D01250,UP13MH0030,25.068373,82.57489,Mirzapur,Mirzapur,UP,BHONKA,2A,TE,"1951","2012","15.3",,,,,"160",,,,,,Vishal,,,Completed,Seismic Zone-II,,,,,,,Mirzapur,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.06839943,82.57512665,,,,,dam
83.3547107457733,24.7058341433188,"991",Deori Dam,D01253,UP13LH0084,24.705013,83.354656,Robertsganj,Sonbhadra,UP,LOCAL,2A,TE,"1978","930","21",,,,,"1.75",,,,,,Vishal,,,Completed,Seismic Zone-III,,,,,,,Robertsganj,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.70583344,83.35471344,,,,,dam
82.4483176335369,27.5930484326314,"992",Bhagwan Pur Dam,D01257,UP13LH0060,27.58976,82.453451,Balrampur,Balrampur,UP,,2A,TE,"1965","4400","11.28",,,,,"362.25",,,,"44300",,Vishal,,,Completed,Seismic Zone-IV,,,,,,,Shrawasti,,,CLASS 3,"Irrigation Dept., Govt. of UP",,27.5930481,82.44831848,,,,,dam
81.4447476318219,25.2130780251686,"993",Garhwa Dam,D01260,UP13LH0078,25.213155,81.446285,Mau,Chitrakoot,UP,GARHWA,2A,TE,"1975","980","13",,,,,"107",,,,"107",,Vishal,,,Completed,Seismic Zone-II,,,,,,,Banda,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.21307755,81.44474792,,,,,dam
82.4279257737012,24.9359857628674,"994",Ghori Dam,D01262,UP13LH0013,24.93638,82.427986,Mirzapur,Mirzapur,UP,,2A,TE,"1915","1584","13.87",,,,,"335.48",,,,"376",,Vishal,,,Completed,Seismic Zone-II,,,,,,,Mirzapur,,,Class 2,"Irrigation Dept., Govt. of UP",,24.93598557,82.42792511,,,,,dam
82.3199367189248,27.6761942795568,"995",Girgity Dam,D01264,UP13MH0062,27.676268,82.320125,Balrampur,Balrampur,UP,,2A,TE,"1966","4800","15.18",,,,,"365",,,,"95000",,Vishal,,Girgitahi,Completed,Seismic Zone-IV,,,,,,,Shrawasti,,,CLASS 3,"Irrigation Dept., Govt. of UP",,27.67619514,82.31993866,,,,,dam
83.4949161077707,25.6088651839948,"996",Gointha Dam,D01265,UP13LH0105,25.608,83.494,Ghazipur,Ghazipur,UP,LOCAL,2A,TE,"1992","500","13.55",,,,,"1.13",,,,,,Vishal,,,Completed,Seismic Zone-III,,,,,,,Ghazipur,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.60886574,83.49491882,,,,,dam
82.7869124795915,25.0521357599776,"997",Hinauti Dam,D01266,UP13LH0058,25.052018,82.787442,Mirzapur,Mirzapur,UP,COL NALA,2A,TE,"1964","995","10.67",,,,,"162",,,,"121.9",,Vishal,,,Completed,Seismic Zone-III,,,,,,,Mirzapur,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.05213547,82.78691101,,,,,dam
82.3945313691619,24.6089000754202,"998",Jogendra Dam,D01278,UP13LH0068,24.60897,82.393523,Mirzapur,Mirzapur,UP,JOGENDRA,2A,TE,"1970","1313","10.04",,,,,"1.94",,,,,,Vishal,,,Completed,Seismic Zone-II,,,,,,,Mirzapur,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.60890007,82.39453125,,,,,dam
82.9845516487856,24.6076534422898,"999",Kargara Dam,D01279,UP13MH0085,24.608362,82.984135,Robertsganj,Sonbhadra,UP,LOCAL,2A,TE,"1978","1410","16.84",,,,,"1.25",,,,,,Vishal,,,Completed,Seismic Zone-III,,,,,,,Robertsganj,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.60765266,82.98455048,,,,,dam
82.2248826025231,27.7676475972271,"1000",Khairman Dam,D01281,UP13LH0044,27.768558,82.224183,Balrampur,Balrampur,UP,HENGA NALA,2A,TE,"1958","3020","10.6",,,,,"110",,,,"50180",,Vishal,,,Completed,Seismic Zone-IV,,,,,,,Shrawasti,,,CLASS 3,"Irrigation Dept., Govt. of UP",,27.76764679,82.22488403,,,,,dam
81.425170241825,25.2234025204255,"1006",Kotra Khambha Dam,D01298,UP13MH0014,25.223398,81.425608,Mau,Chitrakoot,UP,,2A,TE,"1915","806","18",,,,,"336",,,,"8100",,Vishal,,,Completed,Seismic Zone-II,,,,,,,Banda,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.22340202,81.4251709,,,,,dam
82.8089672117754,25.0280497792734,"1007",Kuba Khurd Dam,D01299,UP13LH0097,25.027847,82.810476,Chunar,Mirzapur,UP,LOCAL,2A,TE,"1988","1675","10.33",,,,,"0.85",,,,"196",,Vishal,,,Completed,Seismic Zone-III,,,,,,,Mirzapur,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.02804947,82.80896759,,,,,dam
82.5762832719407,24.6400290704842,"1008",Lali Dam,D01302,,24.648056,82.582222,Devsar,Singrauli,MP,LOCAL,2A,TE,"1970","1030","10.69",,,,,"0.71",,,,,,Vishal,,,Completed,Seismic Zone-II,,,,,,,Sidhi,,,CLASS 3,,,24.64002991,82.57628632,,,,,dam
83.0557575442692,24.1091066820894,"1009",Muirpur Dam,D01307,UP13MH0109,24.11019,83.056407,Dudhi,Sonbhadra,UP,LOCAL,2A,TE,"1992","581","15.3",,,,,"1.42",,,,,,Vishal,,,Completed,Seismic Zone-III,,,,,,,Robertsganj,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.10910606,83.05575562,,,,,dam
71.3708398917489,21.1987799591675,"1010",Surajwadi Dam,D01308,GJ04MH0088,21.199,71.371,Kundla,Amreli,GJ,Surajwadi,"18",PG,"1954","1823","21","1396",OT,,"50.3","1396",UG,,,"2043.87",,pratima,"1950",,Completed,Seismic Zone-III,,,,,,,Amreli,,,CLASS 3,Govt of Guj.,UG,21.19878006,71.37084198,,,,,dam
82.613117636372,24.7846261983946,"1011",Murtia Dam,D01309,UP13MH0082,24.786169,82.612635,Robertsganj,Sonbhadra,UP,LOCAL,2A,TE,"1977","1135","18.26",,,,,"3.97",,,,,,Vishal,,,Completed,Seismic Zone-II,,,,,,,Robertsganj,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.78462601,82.61312103,,,,,dam
83.2795536568283,24.6211053714689,"1012",Narson Dam,D01310,UP13LH0098,24.621125,83.280003,Robertsganj,Sonbhadra,UP,NARSON,2A,TE,"1988","2340","14.33",,,,,"173.77",,,,,,Vishal,,,Completed,Seismic Zone-III,,,,,,,Robertsganj,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.62110519,83.27955627,,,,,dam
83.3073315399984,24.6535011381518,"1013",Newari Dam,D01312,UP13MH0121,24.651294,83.306575,Robertsganj,Sonbhadra,UP,LOCAL,2A,TE,,"1218","15.44",,,,,"68.95",,,,,,Vishal,,,Under Construction,Seismic Zone-III,,,,,,,Robertsganj,,,CLASS 3,"Irrigation Dept., Govt. of UP",,24.65350151,83.3073349,,,,,dam
79.045510768704,25.36605659624,"1014",Pachwara Lake Dam,D01313,UP13LH0003,25.366898,79.045398,Mau Ranipur,Jhansi,UP,LOCAL,2A,TE + PG,"1694","208","13.72",,,,,"41.04",,,,,,Vishal,,,Completed,Seismic Zone-II,,,,,,,Jhansi,,,CLASS 3,"Irrigation Dept., Govt. of UP",,25.36605644,79.04550934,,,,,dam
75.6951766064588,19.9168596924732,"1015",Upper Dudhana Dam,D01224,MH09MH0099,19.91807,75.695069,Jalna,Jalna,MS,Dudhana,"03",TE,"1964","2750","18","1939",,,"542.24","1912",UG,,,"965",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Jalna,,,Class 2,"WRD,GOM ",UG,19.91686058,75.69517517,,,,,dam
78.7051198237827,20.9616652338861,"1016",Bor Dam,D01225,MH09HH0115,20.961273,78.70479,Selu,Wardha,MS,Bor,"03",TE,"1965","1158","36.28","2372.69",OG,"109.72","330.45","3058",RD,"9",12.20 x 4.88,"2474",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Wardha,,,Class 2,"WRD,GOM ",,20.96166611,78.70511627,,,,,dam
78.8724780793805,21.1436515088444,"1017",Wunna Dam,D01227,MH09MH0129,21.142526,78.866364,Hingana,Nagpur,MS,Vena,"03",TE,"1966","2525","18.18","1119.36",OT,"168","337.415","1326",UG,,,"390",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Ramtek,,,Class 2,"WRD,GOM ",UG,21.14365196,78.87247467,,,,,dam
80.0287663854588,21.4116675521693,"1018",Sangrampur Dam,D01228,MH09LH0212,21.412,80.029,Gondia,Gondiya,MS,Kumbhari,"03",TE,"1970","451.104","14.18","354",,"121.6","308","354",UG,,,"78",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Bhandara - Gondiya,,,CLASS 3,"WRD,GOM ",UG,21.41166687,80.02876282,,,,,dam
74.8255510729294,20.0555241145291,"1019",Kolhi Dam,D01229,MH09LH1402,20.053933,74.824938,Vaijapur,Aurangabad,MS,Bornalla,"03",TE,"1996","790","13.6","697",,,"560.38","688",UG,,,"168",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Aurangabad,,,CLASS 3,"WRD,GOM ",UG,20.05552483,74.82555389,,,,,dam
76.8250535704624,18.3783889212378,"1020",Gharni Dam,D01231,MH09MH0194,18.380136,76.822997,Nilanga,Latur,MS,,"03",TE,"1969","2135","14.95",,,,"595.89","1882",,,,,,NITIN,,,Completed,Seismic Zone-II,,,,,,,Latur,,,Class 2,"WRD,GOM ",,18.37838936,76.82505035,,,,,dam
74.9600475500832,21.4490973681958,"1021",Karwand Dam,D01234,MH09HH0226,21.449,74.96,Shirpur,Dhule,MS,Arunavati,"13",TE,"1971","1561.6","39.32","2461.45",,"204.6","218.9","2461",UG,,,"1191",,NITIN,"1964",,Completed,Seismic Zone-III,,,,,,,Nandurbar,,,Class 2,"WRD,GOM ",UG,21.44909668,74.96004486,,,,,dam
77.156697101912,20.4811221963832,"1022",Katepurna Dam,D01237,MH09MH0455,20.481205,77.15666,Barsi Takli,Akola,MS,Katepurna,"13",TE,"1974","2000","29.5",,OG,"145","347.77","2783",RD,"10",12.8 x 4.8,"693",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Akola,,,Class 2,"WRD,GOM ",,20.48112297,77.15670013,,,,,dam
74.1019369458986,20.9332670877796,"1023",Panzara Dam,D01241,MH09HH0385,20.933,74.102,Sakri,Dhule,MS,,"13",TE,"1973","1430","33.5","1768",OT,"230","545.5","1768",UG,,,"1597",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Nandurbar,,,Class 2,"WRD,GOM ",UG,20.93326759,74.10193634,,,,,dam
76.4169039349615,20.5405947208319,"1024",Gyanganga Dam,D01244,MH09HH0267,20.541,76.416,Khamgaon,Buldana,MS,Gyanganga,"13",TE,"1971","639","35.56","1699",OG,"120","404.907","1742",OT,"1",,"1380",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Buldana,,,Class 2,"WRD,GOM ",,20.5405941,76.41690063,,,,,dam
78.4874903703792,20.1191775640159,"1025",Saikheda Dam,D01247,MH09MH0315,20.110686,78.483004,Pandharkawada,Yavatmal,MS,Kuni,"03",TE,"1972","1740","23.78","2673.09",OG,"240","272.5","2671",UG,,,"909",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Yavatmal - Washim,,,Class 2,"WRD,GOM ",UG,20.11917686,78.48748779,,,,,dam
74.099718803831,21.0937264606971,"1026",Malangaon Dam,D01249,MH09MH0223,21.094434,74.099258,Sakri,Dhule,MS,Kan,"13",TE,"1970","1141","23.78","1075.18",OG,,"561.28","1075",UG,,,"500",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Nandurbar,,,Class 2,"WRD,GOM ",UG,21.09372711,74.09971619,,,,,dam
79.5905212034335,21.43803970909,"1027",Sorna Dam,D01252,MH09LH0428,21.437939,79.590426,Tumsar,Bhandara,MS,Chimta Nallah,"03",TE,"1974","1448","14.33","384.88",,,"304.5","385",OT,"2",,"258",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Bhandara - Gondiya,,,CLASS 3,"WRD,GOM ",,21.43803978,79.59052277,,,,,dam
80.5123554342507,21.2415283593578,"1028",Managad Dam,D01254,MH09MH0208,21.243,80.512,Salekasa,Gondiya,MS,Local Nallah,"03",TE,"1970","736","15.7","302.52",OT,"188.98","334.675","302.5",UG,,,"259",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Garhchiroli - Chimur,,,CLASS 3,"WRD,GOM ",UG,21.24152756,80.51235199,,,,,dam
75.0957059721214,18.9782686988127,"1029",Kadi Dam,D01256,MH09MH0225,18.978401,75.095388,Ashti,Bid,MS,Kari,"04",TE,"1970","697","21.18",,,,,"1156",,,,"7633",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Beed,,,CLASS 3,"WRD,GOM ",,18.97826958,75.09570313,,,,,dam
74.7836261717541,20.6620376534028,"1030",Kanoli Dam,D01259,MH09MH0452,20.66222,74.783824,Malegaon,Nashik,MS,Kanoli,"13",TE,"1974","459","24.5","1840",OT,,"355.24","1840",UG,,,"290",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Dindori,,,Class 2,"WRD,GOM ",UG,20.6620369,74.78362274,,,,,dam
77.5719240597779,19.0409591432256,"1031",Kudala Dam,D01261,MH09MH0521,19.041142,77.572148,Bhokar,Nanded,MS,Local Nallah,"03",TE,"1975","886","16.7","824.59",OT,,"352","825",UG,,,"150",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Nanded,,,CLASS 3,"WRD,GOM ",UG,19.0409584,77.5719223,,,,,dam
77.3188514972196,18.5951771171627,"1032",Kundrala Dam,D01263,MH09MH0193,18.595423,77.318964,Mukher,Nanded,MS,Local Nallah,"03",TE,"1969","1015","18.5","1148",,,"436.2","811",,"2",0.9 x 0.9,"370",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Nanded,,,Class 2,"WRD,GOM ",,18.5951767,77.31885529,,,,,dam
77.3453115647319,18.6745628195808,"1033",Mukhed Dam,D01271,MH09LH0139,18.677,77.347,Mukher,Nanded,MS,Local Nallah,"03",TE,"1967","602","14.61",,,,,"234",,,,,,NITIN,,,Completed,Seismic Zone-II,,,,,,,Nanded,,,CLASS 3,"WRD,GOM ",,18.67456245,77.34531403,,,,,dam
75.3780976854508,17.1922806820848,"1034",Padawalkarwadi Dam,D01272,MH09MH0378,17.192424,75.378669,Mangalwedha,Solapur,MS,Koni Kunur,"04",TE,"1973","822.96","15.17","843.84",,,"559.15","843",,,,"143",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Solapur,,,CLASS 3,"WRD,GOM ",,17.19227982,75.37809753,,,,,dam
74.7922806409209,20.4806616056631,"1035",Manyad Dam,D01273,MH09HH0387,20.480848,74.792443,Chalisgaon,Jalgaon,MS,Manyad,"13",TE,"1973","1677","32.5",,OG,"267","375.51","3755",UG,,,"896.5",,NITIN,,,Completed,Seismic Zone-III,,,,,,,Jalgaon,,,Class 2,"WRD,GOM ",UG,20.48066139,74.7922821,,,,,dam
79.6582158880407,21.4717368272329,"1036",Bagheda Dam,D01274,MH09LH0431,21.472894,79.657611,Tumsar,Bhandara,MS,Bagheda Nallah,"03",TE,"1974","1920","14.9","416.7",,,"307.98","416.7",OT,"3",,"42",,NITIN,,,Completed,Seismic Zone-II,,,,,,,Bhandara - Gondiya,,,CLASS 3,"WRD,GOM ",,21.47173691,79.65821838,,,,,dam
